ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt8016356,Bheemasena Nalamaharaja,2020,140 min,6.6,609,Drama            ,kannada
tt6789370,Sukhamano Daveede,2018,122 min,5.8,39,"Comedy, Drama            ",malayalam
tt7886846,Bucket List,I 2018,150 min,6.1,559,Family            ,marathi
tt1757705,Cheluveye Ninna Nodalu,2010,130 min,6.2,31,Romance            ,kannada
tt7993874,Dangar Doctor Jelly,2017,132 min,5.5,81,"Comedy, Drama, Family            ",punjabi
tt2387501,Kids Rights,2014,94 min,8.8,24,"Documentary, Drama, Family            ",nepali
tt1579719,Adrustam,2002,150 min,4.4,30,Romance            ,telugu
tt0311356,War and Peace,2002,148 min,8.3,129,"Documentary, War            ",oriya
tt7853260,Silukkuvarupatti Singam,2018,134 min,5.4,421,"Comedy, Drama            ",tamil
tt8016500,Bolo Dugga Maiki,2017,158 min,5.2,165,Romance            ,bengali
tt0088986,Damul,1985,106 min,6.8,124,Drama            ,hindi
tt12969134,Chiri,2021,123 min,4.3,20,Comedy            ,malayalam
tt1636842,Virsa,2010,133 min,5.6,116,Drama            ,punjabi
tt0942891,The Guitar,2008,95 min,6.5,"2,933","Drama, Music, Romance            ",punjabi
tt8658520,Jio Pagla,2017,154 min,5.0,106,"Comedy, Romance            ",bengali
tt7889902,Ramkahani,2018,144 min,5.5,20,"Comedy, Horror, Romance            ",nepali
tt5297256,Pulimurugan,2016,161 min,6.8,"7,023",Action            ,telugu
tt0283989,Chhote Nawab,1961,140 min,5.5,23,"Comedy, Drama, Romance            ",urdu
tt0363876,Param Dharam,1987,125 min,6.1,21,"Action, Crime, Drama            ",hindi
tt0805492,Bhadra,2005,153 min,6.7,605,Action            ,telugu
tt0449922,Ek Daku Saher Mein,1985,133 min,3.8,5,Action            ,hindi
tt4396648,Time Out,2015,98 min,6.0,331,"Drama, Family, Music            ",hindi
tt10900124,Triple Seat,2019,126 min,6.0,114,"Family, Romance            ",marathi
tt1189006,Toonpur Ka Superrhero,2010,95 min,4.2,729,"Animation, Action, Adventure            ",hindi
tt4932720,Khwada,2015,120 min,8.7,131,Drama            ,marathi
tt0271638,Midhya,1990,141 min,7.5,42,Drama            ,malayalam
tt0978726,Taqdeer Ka Tamasha,1990,217 min,4.4,37,"Action, Crime, Drama            ",hindi
tt2071613,Business Man,2012,133 min,7.2,"9,707","Action, Crime            ",telugu
tt4810692,The Last Evening on Earth,2015,3 min,6.5,6,"Short, Drama, Sci-Fi            ",nepali
tt2256667,Dambis,2011,113 min,7.1,16,"Comedy, Drama, Family            ",marathi
tt0082162,Chashme Buddoor,1981,145 min,8.0,"2,296","Comedy, Family, Romance            ",hindi
tt7690466,Gayatri,2018,125 min,6.5,763,"Drama, Family            ",telugu
tt0368683,Desh,2002,130 min,5.1,47,Drama            ,bengali
tt4526792,Apoorva,2016,140 min,6.5,52,"Romance, Thriller            ",kannada
tt4995402,Bumper Draw,2015,130 min,4.8,39,Comedy            ,hindi
tt0433605,Naach,2004,150 min,4.2,576,"Drama, Musical, Romance            ",hindi
tt3331954,Viyah 70 Km,2013,134 min,5.8,84,Comedy            ,punjabi
tt0193444,Bobbili Raja,1990,155 min,6.9,186,"Action, Romance            ",telugu
tt6544840,Giri,2004,145 min,5.8,97,"Action, Comedy            ",tamil
tt0232288,Patanga,1971,138 min,5.5,17,"Action, Comedy, Drama            ",hindi
tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,193 min,4.5,"1,464","Action, Drama, War            ",hindi
tt3825436,Achena Prem,2011,142 min,7.2,13,"Drama, Musical, Romance            ",bengali
tt1047519,Red Swastik,2007,131 min,2.9,218,"Crime, Drama, Thriller            ",hindi
tt5235880,A Flying Jatt,2016,151 min,3.0,"3,993","Action, Adventure, Comedy            ",hindi
tt1463488,Raju Maharaju,2009,155 min,6.2,527,Family            ,telugu
tt8051738,Bhaijaan Elo Re,2018,160 min,7.0,856,"Action, Adventure, Comedy            ",bengali
tt2404670,Bhalobasha Karey Koy,2002,143 min,4.5,11,"Comedy, Crime, Drama            ",bengali
tt6925508,Devudu,1997,148 min,6.7,10,Drama            ,telugu
tt5329268,Uttarer Sur,2012,115 min,7.2,18,Drama            ,bengali
tt6932110,Yesa,2017,154 min,8.3,22,Drama            ,tulu
tt0056436,Sahib Bibi Aur Ghulam,1962,152 min,8.3,"1,517","Drama, Musical            ",oriya
tt2811810,Pita,2012,120 min,6.6,31,"Drama, War            ",bengali
tt10851246,Edaina Jaragochu,2019,125 min,3.9,8,"Comedy, Horror            ",telugu
tt0240973,Thaiku Oru Thalattu,1986,144 min,6.7,17,Romance            ,tamil
tt9239772,Setters,2019,126 min,5.3,244,Thriller            ,hindi
tt0187615,Zulm Ki Zanjeer,1989,125 min,6.0,42,"Action, Crime, Drama            ",hindi
tt0051348,Amar Deep,1958,148 min,6.6,37,"Musical, Romance            ",hindi
tt0061650,Farz,1967,170 min,6.3,98,"Action, Crime, Thriller            ",hindi
tt0155468,Aararo Aariraro,1989,135 min,6.8,43,"Drama, Romance            ",tamil
tt0073034,Garm Hava,1974,146 min,8.1,677,Drama            ,oriya
tt6426832,Puthan Panam,2017,147 min,5.9,"1,431","Action, Crime, Thriller            ",malayalam
tt7528086,Kri,2018,138 min,5.7,128,"Action, Drama            ",nepali
tt0047308,Ora Thakey Odharey,1954,93 min,7.3,48,Drama            ,bengali
tt3602210,Konthayum Poonoolum,2014,119 min,5.4,66,"Drama, Romance            ",malayalam
tt0274188,Valliettan,2000,171 min,6.6,691,"Action, Drama            ",malayalam
tt5500794,Puta Tirugisi Nodi,2016,109 min,8.2,46,Sport            ,kannada
tt7603558,Mantram,2017,108 min,4.4,9,Horror            ,kannada
tt6354178,Ilami,2016,108 min,5.2,21,Drama            ,tamil
tt1399178,Challenge,2009,160 min,5.6,413,"Action, Comedy, Drama            ",bengali
tt0320118,Naane Raja Naane Manthiri,1985,136 min,7.1,46,"Comedy, Drama            ",tamil
tt0373720,Bhavum,2004,111 min,6.5,13,Drama            ,malayalam
tt1496380,Chennai 600028,2007,141 min,7.9,"1,871","Comedy, Romance, Sport            ",tamil
tt1503640,Damadamm!,2011,122 min,4.0,405,"Comedy, Drama, Romance            ",hindi
tt1869759,The Train,2011,133 min,4.4,130,Drama            ,malayalam
tt2130282,These Birds Walk,2012,71 min,6.9,311,"Documentary, Drama, News            ",oriya
tt0098255,Sati,1989,140 min,6.9,119,Drama            ,bengali
tt0260344,Sannata,1981,125 min,6.6,42,"Horror, Mystery            ",hindi
tt0392803,Subah Ka Tara,1954,107 min,5.4,9,Romance            ,hindi
tt0352460,Janmandharam,1988,140 min,4.9,7,"Action, Comedy, Drama            ",malayalam
tt0249588,Hum To Mohabbat Karega,2000,153 min,2.7,376,"Action, Comedy, Romance            ",hindi
tt0237437,Mangal Pandey,1983,136 min,5.9,29,"Action, Crime, Drama            ",hindi
tt0353553,Injakkadan Mathai & Sons,1993,122 min,4.8,50,"Action, Comedy, Drama            ",malayalam
tt2063749,Pazhani,2008,159 min,2.8,109,"Action, Drama            ",tamil
tt2016894,Ek Tha Tiger,2012,132 min,5.5,"29,333","Action, Romance, Thriller            ",hindi
tt8309524,Thakkol,2019,150 min,5.4,91,Thriller            ,malayalam
tt2032557,The Reluctant Fundamentalist,2012,130 min,6.9,"13,480","Drama, Thriller            ",oriya
tt0157900,Kisan Aur Bhagwan,1974,142 min,6.1,15,"Action, Comedy, Drama            ",hindi
tt0260494,Veerana,1988,135 min,6.6,694,"Action, Drama, Horror            ",hindi
tt0373255,Ragile Gundelu,1985,127 min,4.0,896,Drama            ,telugu
tt7493726,Pistha,1997,152 min,6.9,65,Comedy            ,tamil
tt0273707,Khatarnak,2000,141 min,6.3,42,"Comedy, Thriller            ",marathi
tt0405864,Deewana Tere Naam Ka,1987,97 min,5.0,25,"Drama, Romance            ",hindi
tt5566158,Jayammu Nischayammuu Raa,2016,154 min,7.2,166,Comedy            ,telugu
tt8304386,The Zoya Factor,2019,134 min,4.2,"2,054","Comedy, Drama, Romance            ",hindi
tt1830802,Shala,2011,108 min,8.3,"1,749",Romance            ,marathi
tt0421626,Anokha,2004,135 min,3.9,9,"Drama, Comedy, Romance            ",hindi
tt1318035,Saleem,2009,120 min,4.5,"1,554","Action, Comedy            ",telugu
tt0357905,Minnale,2001,171 min,7.6,"1,793","Comedy, Drama, Romance            ",tamil
tt0172175,Bhabhi,1991,145 min,4.2,127,"Comedy, Drama, Family            ",hindi
tt0312859,A Peck on the Cheek,2002,136 min,8.4,"7,661","Action, Drama, War            ",tamil
tt1034402,Pattiyal,2006,140 min,7.1,371,Crime            ,tamil
tt9691352,Ningal Camera Nireekshanathilaanu,2019,117 min,7.0,5,"Crime, Thriller            ",malayalam
tt0922477,Jagan Mohini,1951,137 min,5.3,6,"Drama, Horror            ",kannada
tt7639372,Total Dhamaal,2019,130 min,4.2,"5,509","Action, Adventure, Comedy            ",hindi
tt0242572,Kandukondain Kandukondain,2000,151 min,7.6,"2,655","Drama, Romance            ",tamil
tt6922954,Samaychakra - The Time Slot,2017,140 min,6.5,8,Family            ,gujarati
tt4788726,The Unsound,2013,105 min,4.6,24,Thriller            ,hindi
tt0056805,Aaj Aur Kal,1963,144 min,6.6,42,"Drama, Romance            ",urdu
tt0242556,Ji Chahta Hai,1964,99 min,5.9,15,"Drama, Family            ",hindi
tt0051792,Jalsaghar,1958,95 min,8.0,"5,291","Drama, Music            ",bengali
tt7860294,Krishna Babu,1999,150 min,5.1,18,"Crime, Drama            ",telugu
tt8665790,Aate Di Chidi,2018,140 min,4.8,105,"Comedy, Drama            ",punjabi
tt0361061,Toote Khilone,1978,136 min,5.7,12,Drama            ,hindi
tt0150417,Dulhan Wahi Jo Piya Man Bhaaye,1977,165 min,7.9,60,"Musical, Drama, Family            ",hindi
tt0065416,Aradhana,1969,169 min,7.6,"1,693","Drama, Musical, Romance            ",hindi
tt4980272,Saahasam Swaasaga Saagipo,2016,154 min,6.9,"1,052","Action, Romance            ",telugu
tt3215258,Varuthapadatha valibar sangam,2013,160 min,6.7,"1,499","Comedy, Romance            ",tamil
tt0490170,Love Story 2050,2008,180 min,2.6,"2,313","Action, Adventure, Drama            ",hindi
tt0116950,Maachis,1996,160 min,7.8,"2,032","Action, Crime, Drama            ",hindi
tt0109424,Chungking Express,1994,102 min,8.1,"66,061","Comedy, Crime, Drama            ",urdu
tt0268326,Geetanjali,I 1993,150 min,6.1,44,Drama            ,hindi
tt5326908,Dost Dushman,1977,132 min,7.9,21,"Action, Adventure            ",bengali
tt3811914,Ramdhanu: The Rainbow,2014,135 min,7.6,276,Drama            ,bengali
tt13105536,Gatham,2020,101 min,6.0,799,Thriller            ,telugu
tt2354956,Shyamal Uncle Turns Off the Lights,2012,65 min,6.3,19,Drama            ,bengali
tt0363786,Maha Shaktimaan,1985,109 min,6.1,15,"Action, Adventure, Fantasy            ",hindi
tt1606217,Fitting Master,2009,146 min,5.5,94,"Action, Comedy, Crime            ",telugu
tt1995262,Bharat Bandh,1991,158 min,5.8,14,Drama            ,telugu
tt10023024,Love Aaj Kal,2020,142 min,4.8,"6,825","Drama, Romance            ",hindi
tt7881506,Terror Strike,2018,104 min,6.2,9,Action            ,hindi
tt8561086,Joseph,II 2018,138 min,8.1,"3,570","Crime, Drama, Thriller            ",malayalam
tt1090650,Dhokha,2007,117 min,6.3,451,"Action, Drama, Romance            ",hindi
tt1146306,Bakula Namdev Ghotale,2007,139 min,6.2,30,Comedy            ,marathi
tt1604585,Kannu Pada Poguthaiya,2000,155 min,4.7,34,Family            ,tamil
tt1409107,Kalishankar,2007,145 min,3.8,13,"Action, Drama, Romance            ",bengali
tt0246274,Thali Bhagyam,1966,140 min,6.1,10,Drama            ,tamil
tt8206708,Carry On Jatta 2,2018,149 min,6.9,"1,011",Comedy            ,punjabi
tt1601801,Appuchesi Pappukudu,2008,136 min,5.8,17,Comedy            ,telugu
tt8108248,Ratanpur,2018,131 min,6.6,50,"Action, Mystery, Thriller            ",gujarati
tt12988104,Kho Kho,2021,119 min,8.6,56,"Drama, Sport            ",malayalam
tt0811793,Way of Life,2005,95 min,6.6,11,Drama            ,hindi
tt8540196,The Dolphins,2014,134 min,6.2,19,Comedy            ,malayalam
tt0104072,Deedar,1992,130 min,4.2,566,"Drama, Romance            ",hindi
tt4312676,Aambala,2015,146 min,4.4,879,"Action, Comedy            ",tamil
tt3921872,Bishwapremik,1995,155 min,6.3,21,"Romance, Thriller            ",bengali
tt5202322,Rajamma @ Yahoo,2015,137 min,4.2,164,"Comedy, Drama            ",malayalam
tt4672350,India Pakistan,2015,157 min,5.6,281,"Comedy, Romance            ",tamil
tt1881010,Milana,2007,155 min,8.0,678,Romance            ,kannada
tt9198396,I.M.A Gujju,2018,134 min,5.9,22,Action            ,gujarati
tt8108210,Hyderabad Love Story,2018,134 min,8.2,5,Romance            ,telugu
tt4685968,Lion,III 2015,143 min,3.4,333,"Action, Drama            ",telugu
tt1252544,Ab To Aaja Saajan Mere,1994,127 min,4.6,5,"Drama, Romance            ",hindi
tt0258775,Madhuchandra,1967,148 min,7.1,10,"Comedy, Romance            ",marathi
tt5890002,Love Ke Funday,2016,132 min,6.6,13,Comedy            ,hindi
tt0361793,Karate,1983,127 min,6.3,55,"Action, Drama, Musical            ",hindi
tt2955162,Moggina Manasu,2008,149 min,7.2,122,"Music, Romance            ",kannada
tt11161918,Jhalle,2019,129 min,6.1,132,Comedy            ,punjabi
tt13034876,Madham,2020,94 min,6.0,13,Crime            ,tamil
tt2905606,Vishnuvardhana,2011,169 min,7.2,631,"Action, Comedy, Thriller            ",kannada
tt1535467,Patiala House,2011,140 min,5.6,"8,723","Drama, Sport            ",punjabi
tt0405065,Johar in Bombay,1967,150 min,6.4,14,"Comedy, Drama, Fantasy            ",oriya
tt2116930,Raman Thediya Seethai,2008,145 min,7.1,112,Drama            ,tamil
tt7855306,Mouchuki Forest Bungalow,2016,97 min,6.6,18,Horror            ,bengali
tt6685082,Calling Bell,2015,123 min,7.5,43,Horror            ,telugu
tt10521284,Fancy Dress,2019,124 min,4.3,29,"Comedy, Thriller            ",malayalam
tt9648668,Wedding Cha Shinema,2019,137 min,6.8,135,Comedy            ,marathi
tt1170411,Victory,I 2009,160 min,3.7,476,"Drama, Sport            ",hindi
tt0485466,Jawani Diwani: A Youthful Joyride,2006,111 min,2.9,460,Romance            ,hindi
tt2407340,Adayalangal,2008,99 min,8.3,6,Drama            ,malayalam
tt1998284,Molla Barir Bou,2005,156 min,6.9,415,"Comedy, Drama, Family            ",bengali
tt0950751,Hope,II 2006,106 min,6.4,8,Drama            ,telugu
tt0090958,Dosti Dushmani,1986,152 min,5.8,68,"Action, Drama            ",hindi
tt3276862,C/O Sir,2013,135 min,7.3,310,"Crime, Thriller            ",bengali
tt1620501,Kartar Singh,1959,151 min,7.8,14,"Drama, Musical            ",punjabi
tt0249074,Parannu Parannu Parannu,1984,153 min,6.7,44,"Drama, Romance            ",malayalam
tt0271586,Kalikkalam,1990,127 min,7.1,283,"Comedy, Drama, Thriller            ",malayalam
tt1664806,Raavanan,2010,128 min,6.9,"3,465","Action, Adventure, Drama            ",tamil
tt0366276,Calcutta Mail,2003,128 min,5.7,474,"Action, Drama, Mystery            ",hindi
tt0165941,Shikshaa,1979,125 min,5.6,9,"Drama, Family            ",hindi
tt0052926,Insaan Jaag Utha,1959,135 min,6.8,38,"Drama, Family, Musical            ",hindi
tt0297241,Kyo Kii... Main Jhuth Nahin Bolta,2001,131 min,5.4,"1,996","Action, Comedy, Drama            ",hindi
tt0052411,Yahudi,1958,170 min,7.2,205,"Action, Drama, Romance            ",urdu
tt3948208,Double DI Trouble,2014,108 min,6.1,269,Comedy            ,punjabi
tt5613290,Azad,II 2017,121 min,7.0,20,"Comedy, Drama            ",oriya
tt0300475,Shirdi Ke Sai Baba,1977,140 min,7.0,223,"Biography, Drama            ",hindi
tt0263220,College Bullodu,1992,130 min,6.3,13,Drama            ,telugu
tt1996213,Chori Chori,1972,115 min,5.0,5,"Action, Drama            ",hindi
tt0154865,Memsaab,1971,138 min,6.1,17,Thriller            ,hindi
tt0213206,Rustom,1982,139 min,6.3,23,Drama            ,hindi
tt0256632,Balanagamma,1959,182 min,7.6,12,"Adventure, Drama, Fantasy            ",telugu
tt0429607,Assassin,2004,120 min,7.6,9,Drama            ,bengali
tt11252952,Undha..Ledha..?,2017,130 min,7.9,11,"Horror, Thriller            ",telugu
tt9002180,Kattabomman,1993,140 min,5.0,13,Drama            ,tamil
tt0285084,Family Circus,2001,127 min,6.7,97,"Drama, Family            ",telugu
tt1579812,Monalisa,2004,145 min,3.0,18,Romance            ,telugu
tt0096716,Traffik,1989,315 min,8.4,"1,432","Crime, Drama            ",urdu
tt11355020,Navarathna,2020,138 min,4.6,127,Action            ,kannada
tt6445398,I Don't Luv U,2013,120 min,5.8,24,Romance            ,hindi
tt1641621,Dholi Taro Dhol Waage,2008,160 min,3.3,6,Drama            ,gujarati
tt6862542,Hume Tumse Pyaar Kitna,2019,91 min,4.8,114,"Action, Drama, Romance            ",hindi
tt0232542,Roti,1942,153 min,6.2,29,Drama            ,hindi
tt9084978,Moksh To Maya,2019,113 min,4.3,39,Thriller            ,hindi
tt12798342,Banglar King Kong,2010,143 min,4.3,9,"Action, Adventure, Comedy            ",bengali
tt3046032,Kaddipudi,2013,135 min,7.4,717,"Crime, Drama, Thriller            ",kannada
tt5239564,Style,2016,155 min,5.2,248,"Action, Romance, Thriller            ",malayalam
tt9239472,Vantha Rajavathaan Varuven,2019,154 min,3.6,554,"Action, Comedy, Drama            ",tamil
tt1602476,Badmaa$h Company,2010,142 min,6.0,"6,359","Comedy, Crime, Drama            ",hindi
tt3400176,Rudhra Thaandavam,1978,134 min,8.8,24,Drama            ,tamil
tt0353795,New Year,1989,125 min,5.4,17,"Crime, Drama            ",malayalam
tt1906386,Guerrilla,2011,140 min,8.2,"2,588","Drama, History, War            ",urdu
tt5998104,Aanandam,2016,120 min,7.2,"1,634","Adventure, Comedy, Drama            ",malayalam
tt0062748,Bambai Raat Ki Bahon Mein,1968,136 min,6.0,13,"Crime, Drama, Romance            ",hindi
tt13199716,Check,2021,140 min,6.1,516,Action            ,telugu
tt13698928,Silence: Can You Hear It,2021,136 min,6.4,"2,187","Crime, Thriller            ",hindi
tt0368444,Woh Main Nahin,1974,142 min,7.2,29,Thriller            ,hindi
tt0832902,Maati Maay,2006,98 min,7.6,89,Drama            ,marathi
tt10169754,E Ee,2017,148 min,7.0,38,"Drama, Romance            ",telugu
tt0099467,Drishti,1990,171 min,7.2,79,Drama            ,hindi
tt4112250,Katham Katham,2015,143 min,4.7,37,"Action, Thriller            ",tamil
tt1706597,Ekti Tarar Khonje: Beyond the Stars,2010,138 min,6.6,49,Thriller            ,bengali
tt0149773,Badi Maa,1945,122 min,5.5,8,"Drama, War            ",hindi
tt0832466,Uttarayan,2005,91 min,7.1,107,Drama            ,marathi
tt1351224,Pyaar Impossible!,2010,140 min,4.6,"3,003","Comedy, Romance            ",hindi
tt3171652,Chellata,2006,159 min,6.8,49,"Comedy, Drama            ",kannada
tt0287469,Hanuman Junction,2001,158 min,6.8,164,"Drama, Action, Comedy            ",telugu
tt0390614,Waqt: The Race Against Time,2005,153 min,6.8,"9,428","Comedy, Drama, Family            ",hindi
tt3533614,Ishq Brandy,2014,124 min,5.6,97,"Comedy, Romance            ",punjabi
tt7671392,Gachchi,2017,102 min,7.3,53,Comedy            ,marathi
tt3477498,Masala Republic,2014,135 min,5.2,103,"Comedy, Thriller            ",hindi
tt0057884,Beti Bete,1964,145 min,6.8,30,"Comedy, Drama, Family            ",hindi
tt11443174,Aatidonji Dina,2019,135 min,6.5,6,Comedy            ,tulu
tt7598180,Bhangover,2017,115 min,5.0,33,Comedy            ,hindi
tt0214196,Thulabharam,1968,152 min,6.7,6,Drama            ,malayalam
tt6200656,Kammara Sambhavam,2018,182 min,7.3,980,"Action, Comedy, Drama            ",malayalam
tt2995992,Aaha Kalyanam,2014,142 min,6.0,359,"Comedy, Romance            ",telugu
tt1666184,Turning 30!!!,2011,121 min,5.1,368,"Comedy, Drama, Romance            ",hindi
tt8850698,Kala Shah Kala,2019,140 min,7.3,472,Comedy            ,punjabi
tt5707016,Unveiled: The Kohistan Video Scandal,2016,85 min,6.7,6,"Documentary, Crime            ",oriya
tt8681694,Ezhumin,2018,110 min,6.7,51,Action            ,tamil
tt2384356,No Entry: Pudhe Dhoka Aahey,2012,150 min,5.1,31,Comedy            ,marathi
tt1105709,8 x 10 Tasveer,2009,122 min,5.4,"5,405","Action, Fantasy, Mystery            ",hindi
tt0216817,Hum Saath-Saath Hain: We Stand United,1999,177 min,6.2,"6,859","Drama, Musical            ",hindi
tt6035292,Happy Birthday,VII 2016,150 min,3.8,6,"Action, Drama, Romance            ",kannada
tt7788946,Roommates,2006,144 min,3.7,7,"Comedy, Crime, Mystery            ",telugu
tt0453582,7 1/2 Phere: More Than a Wedding,2005,136 min,5.3,278,"Comedy, Drama            ",hindi
tt8785138,Famous Artist,2018,139 min,5.0,29,Drama            ,punjabi
tt6375532,Prakash Electronic,2017,126 min,4.9,9,Comedy            ,hindi
tt1904833,Akkarakazhchakal - The Movie,2011,120 min,7.8,79,Comedy            ,malayalam
tt0446136,Hatyara,1998,136 min,5.7,30,Action            ,hindi
tt0312883,Kya Yehi Pyaar Hai,2002,145 min,3.9,436,"Drama, Romance            ",hindi
tt0366985,Rudraksh,2004,143 min,2.6,"1,142","Action, Fantasy, Sci-Fi            ",hindi
tt4183448,Ivide,2015,220 min,5.7,730,"Crime, Drama            ",malayalam
tt8146434,Tarikh,2018,120 min,6.7,13,Drama            ,bengali
tt0076696,Shatranj Ke Khilari,1977,129 min,7.7,"3,204","Comedy, Drama, History            ",oriya
tt0393941,Vellinakshatram,2004,156 min,4.8,257,"Horror, Mystery            ",malayalam
tt2812344,Beehad - The Ravine,2013,125 min,5.1,9,Drama            ,hindi
tt8561248,Prasad,2018,135 min,8.0,90,"Drama, Romance            ",nepali
tt0852937,Bhargavacharitham Moonnam Khandam,2006,139 min,3.0,208,"Action, Comedy            ",malayalam
tt0233364,Bon Palashir Padabali,1973,224 min,6.4,20,Drama            ,bengali
tt7214472,Hemant Rana: Saili,2017 Video,4 min,8.3,25,"Short, Music            ",nepali
tt0230264,Gunda,1969,136 min,6.7,32,"Action, Crime, Drama            ",hindi
tt0305714,Kadhal Desam,1996,158 min,6.8,442,"Comedy, Drama, Romance            ",tamil
tt0263993,Shri Datta Darshanam,1985,143 min,8.2,19,"Musical, Drama            ",telugu
tt0896968,Red: The Dark Side,2007,148 min,3.3,305,"Drama, Romance, Thriller            ",hindi
tt11531324,God Father,2020,140 min,5.6,142,"Action, Drama, Thriller            ",tamil
tt11731984,Dharala Prabhu,2020,145 min,6.8,620,"Comedy, Drama            ",tamil
tt7275232,Welcome to New York,2018,118 min,1.5,687,"Comedy, Drama            ",hindi
tt0292026,Ivide Ellavarkkum Sugham,1987,147 min,5.9,19,Drama            ,malayalam
tt3661988,7th Day,2014,134 min,6.9,"2,527","Mystery, Thriller            ",malayalam
tt4697076,Dynamite,2015,142 min,6.6,842,"Action, Thriller            ",telugu
tt0495794,Aaya Toofan,1999,111 min,5.7,29,Action            ,hindi
tt0989685,Mr. Hot Mr. Kool,2007,110 min,4.0,21,"Comedy, Drama, Romance            ",hindi
tt5182526,Ben,II 2015,115 min,7.3,158,"Drama, Family            ",malayalam
tt11354364,Reveal,II 2019,130 min,4.2,21,"Mystery, Thriller            ",kannada
tt14039792,Devineni,2021,122 min,5.8,"1,005",Drama            ,telugu
tt5371168,The Extraordinary Journey of the Fakir,2018,92 min,6.9,"6,569","Adventure, Comedy, Drama            ",tamil
tt0362038,Pratyaghat,1994,125 min,7.3,10,Musical            ,bengali
tt0363405,Aag Aur Chingari,1994,133 min,4.3,12,Action            ,hindi
tt0973808,Goal,2007,167 min,5.3,493,"Drama, Romance, Sport            ",malayalam
tt3097944,Half Serious,2013,168 min,5.0,21,"Comedy, Drama, Musical            ",bengali
tt3425064,Jodi No.1,2003,135 min,6.4,5,Romance            ,telugu
tt8387376,Chandragiri,2018,142 min,4.6,16,Drama            ,malayalam
tt7748196,R.K.Nagar,2019,110 min,5.3,123,Comedy            ,tamil
tt0050484,Harano Sur,1957,162 min,7.6,246,"Drama, Romance            ",bengali
tt9297632,Ram Ki Janmabhoomi,2019,122 min,6.6,89,Drama            ,hindi
tt6449706,Nepaali,2008,186 min,6.2,34,"Crime, Romance, Thriller            ",tamil
tt8043312,Natpuna Ennanu Theriyuma,2019,123 min,4.9,149,"Comedy, Drama            ",tamil
tt1981682,Runway: Love Among Gun Shots...,2009,102 min,4.0,23,"Action, Crime, Drama            ",bhojpuri
tt9691282,Jora: The Second Chapter,2020,121 min,7.7,56,"Action, Drama            ",punjabi
tt4699254,Dongata,2015,140 min,6.3,835,Comedy            ,telugu
tt2224317,Lootera,I 2013,136 min,7.3,"14,772","Drama, Romance            ",hindi
tt8665760,Vanilla,III 2018,117 min,6.4,19,Thriller            ,kannada
tt0318658,Santanam,1955,187 min,7.0,6,Drama            ,telugu
tt12024724,Birendra Krishna Bhadra,2019,66 min,8.5,10,Biography            ,bengali
tt2333760,Three Char Sau Bees,2010,167 min,3.0,22,"Crime, Drama            ",malayalam
tt1286811,Kanchivaram,2008,117 min,8.1,613,Drama            ,tamil
tt2396777,Zakaas,2011,125 min,6.9,26,Comedy            ,marathi
tt11681170,Bicchugatthi Chapter 1,2020,141 min,8.1,16,"Action, History, Thriller            ",kannada
tt9319812,Hum Chaar,2019,143 min,5.6,276,Drama            ,hindi
tt0104941,Muqabla,1993,162 min,4.2,166,"Action, Crime, Drama            ",hindi
tt1474271,Love Khichdi,2009,130 min,5.7,301,"Comedy, Drama, Romance            ",gujarati
tt1500815,Jag Jeondeyan De Mele,2009,160 min,6.8,69,"Drama, Romance            ",punjabi
tt0308875,Shaheed-E-Mohabbat Boota Singh,1999,121 min,7.7,186,"Biography, Drama, Musical            ",punjabi
tt0155413,Zindagi Aur Maut,1965,134 min,6.0,5,Drama            ,hindi
tt4430212,Drishyam,2015,163 min,8.2,"72,760","Crime, Drama, Mystery            ",hindi
tt5165344,Rustom,2016,148 min,7.1,"23,813","Crime, Drama, Thriller            ",hindi
tt3219554,DOA: Death of Amar,2014,90 min,7.0,28,Thriller            ,hindi
tt0269661,Onnanu Nammal,1984,115 min,5.7,16,"Comedy, Drama, Romance            ",malayalam
tt0156982,Saathi,1991,175 min,6.3,180,"Action, Crime, Drama            ",hindi
tt1575666,Raja,I 1999,175 min,7.5,549,Family            ,telugu
tt1509735,Baanam,2009,115 min,7.1,163,"Action, Drama            ",telugu
tt2224057,Autonagar Surya,2014,157 min,5.5,375,"Action, Crime, Drama            ",telugu
tt0201840,The Cup,1999,93 min,7.0,"2,856","Comedy, Sport            ",hindi
tt0247924,Anaganaga Oka Roju,1997,119 min,7.1,286,"Action, Comedy, Drama            ",telugu
tt5137252,Shudhu Tumi,1997,148 min,7.0,23,Drama            ,bengali
tt0021594,The Light of the World,1931,124 min,6.2,111,"Drama, Fantasy            ",urdu
tt0398671,Alibaba and 40 Thieves,1954,145 min,6.2,46,"Action, Adventure, Drama            ",urdu
tt0219071,Gunahon Ka Devta,1967,154 min,5.8,20,Drama            ,hindi
tt0367110,Swades,2004,189 min,8.2,"83,925",Drama            ,hindi
tt5020726,Silvat,2018,45 min,7.2,162,"Drama, Romance            ",hindi
tt0214916,Manivathoorile Ayiram Shivarathrikal,1987,135 min,7.3,98,"Drama, Romance            ",malayalam
tt1147514,Doraemon: Nobita no Uchû hyôryûki,1999,93 min,6.4,137,"Animation, Action, Adventure            ",hindi
